ID	institucion	acreditacion	carrera	area	subvencionados	desercionagno1	duracion	empleabilidadagno1	ingresoagno4	arancel
1535	CFT DUOC UC	6 años	Administración Hotelera, Turismo de Aventura, Turismo Técnico mención en Empresas Turísticas	Administración y Comercio	93,2%	21,5%	 7,4 	64,5%	 De $400 mil a $600 mil 	 $ 1.350.682 
1537	CFT INACAP	6 años	Técnico en Hoteles y Restaurantes, y Turismo con menciones	Administración y Comercio	88,9%	29,8%	 6,9 	42,4%	 Menor a $400 mil 	 $ 1.419.299 
1532	IP Duoc UC	7 años	Turismo Técnico Mención, Administración Hotelera y Turismo de Aventura	Administración y Comercio	92,4%	28,7%	 7,8 	42,4%	 De $400 mil a $600 mil 	 $ 1.126.060 
55	Pontificia Universidad Católica de Chile	7 años	Agronomía	Agropecuaria	40,2%	11,7%	 13,4 	77,7%	 De $1 millón a $1 millón 200 mil 	 $ 4.019.697 
56	Pontificia Universidad Católica de Valparaíso	6 años	Agronomía	Agropecuaria	66,8%	22,4%	 15,3 	78,3%	 De $800 mil a $1 millón 	 $ 3.272.000 
57	Universidad Austral de Chile	6 años	Agronomía	Agropecuaria	78,7%	19,8%	 17,9 	83,0%	 De $1 millón a $1 millón 200 mil 	 $ 2.943.000 
58	Universidad Católica de Temuco	5 años	Agronomía	Agropecuaria	94,4%	15,1%	 15,7 	80,8%	 De $800 mil a $1 millón 	 $ 2.389.639 
59	Universidad Católica del Maule	5 años	Agronomía	Agropecuaria	92,7%	12,7%	 19,1 	75,5%	s/i	 $ 2.460.000 
61	Universidad de Concepción	6 años	Agronomía	Agropecuaria	93,8%	18,0%	 18,9 	86,4%	 De $800 mil a $1 millón 	 $ 2.512.000 
62	Universidad de La Frontera	5 años	Agronomía	Agropecuaria	93,9%	10,0%	 14,7 	68,6%	 De $800 mil a $1 millón 	 $ 2.252.000 
63	Universidad de Las Américas	3 años	Agronomía	Agropecuaria	89,5%	30,6%	 16,7 	60,6%	 De $600 mil a $800 mil 	 $ 2.698.000 
64	Universidad de Talca	5 años	Agronomía	Agropecuaria	87,8%	18,2%	 13,2 	74,3%	 De $800 mil a $1 millón 	 $ 2.580.900 
65	Universidad de Tarapacá	5 años	Agronomía	Agropecuaria	96,2%	23,1%	 16,3 	73,4%	 De $800 mil a $1 millón 	 $ 2.437.000 
66	Universidad del Mar	2 años	Agronomía	Agropecuaria	89,1%	18,2%	 16,9 	67,3%	 De $800 mil a $1 millón 	 $ 2.167.394 
67	Universidad Santo Tomás	3 años	Agronomía	Agropecuaria	90,9%	31,0%	 13,7 	57,4%	s/i	 $ 2.721.846 
60	Universidad de Chile	7 años	Ingeniería Agronómica	Agropecuaria	81,3%	19,4%	 17,8 	83,7%	 De $800 mil a $1 millón 	 $ 3.236.100 
69	Universidad de La Serena	4 años	Ingeniería Agronómica	Agropecuaria	94,8%	37,5%	 20,0 	83,3%	s/i	 $ 2.317.000 
113	Universidad Austral de Chile	6 años	Biología Marina	Agropecuaria	90,2%	25,9%	 18,6 	73,4%	s/i	 $ 2.350.000 
114	Universidad Católica de la Santísima Concepción	En Proceso	Biología Marina	Agropecuaria	96,4%	55,6%	 15,6 	70,0%	 De $400 mil a $600 mil 	 $ 2.138.000 
115	Universidad Católica del Norte	6 años	Biología Marina	Agropecuaria	94,4%	20,8%	 16,9 	72,0%	s/i	 $ 2.499.000 
116	Universidad de Concepción	6 años	Biología Marina	Agropecuaria	93,8%	51,3%	 13,9 	70,1%	 De $600 mil a $800 mil 	 $ 2.313.000 
117	Universidad de Valparaíso	3 años	Biología Marina	Agropecuaria	81,4%	38,6%	 s/i 	71,4%	s/i	 $ 1.997.000 
320	IP Duoc UC	7 años	Ingeniería Agrícola	Agropecuaria	92,8%	30,3%	 11,0 	64,6%	 De $400 mil a $600 mil 	 $ 1.769.939 
321	IP INACAP	6 años	Ingeniería Agrícola mención Ganadería	Agropecuaria	88,9%	30,0%	 11,0 	70,9%	 De $400 mil a $600 mil 	 $ 1.481.851 
322	IP Santo Tomás	4 años	Ingeniería de Ejecución Agropecuaria	Agropecuaria	98,5%	21,9%	 11,5 	75,0%	s/i	 $ 1.204.983 
319	IP Agrario Adolfo Matthei	No	Ingeniería de Ejecución en Agronomía	Agropecuaria	92,8%	20,0%	 s/i 	85,5%	s/i	 $ 1.166.000 
461	Universidad Austral de Chile	6 años	Ingeniería en Acuicultura	Agropecuaria	87,0%	s/i	 19,1 	72,5%	s/i	 $ 2.444.000 
462	Universidad Católica de Temuco	5 años	Ingeniería en Acuicultura	Agropecuaria	97,8%	s/i	 14,8 	66,0%	s/i	 $ 2.332.127 
463	Universidad Católica del Norte	6 años	Ingeniería en Acuicultura	Agropecuaria	92,1%	41,7%	 s/i 	86,2%	s/i	 $ 2.416.000 
464	Universidad de Los Lagos	3 años	Ingeniería en Acuicultura	Agropecuaria	95,7%	s/i	 16,3 	75,6%	s/i	 $ 2.076.000 
465	Universidad Nacional Andrés Bello	5 años	Ingeniería en Acuicultura	Agropecuaria	72,4%	50,0%	 s/i 	64,0%	 De $600 mil a $800 mil 	 $ 3.155.829 
467	IP Duoc UC	7 años	Ingeniería en Acuicultura	Agropecuaria	90,3%	15,8%	 11,3 	56,3%	 De $400 mil a $600 mil 	 $ 1.620.000 
466	Pontificia Universidad Católica de Valparaíso	6 años	Ingeniería en Acuicultura y Pesquera	Agropecuaria	93,2%	48,3%	 s/i 	84,6%	s/i	 $ 2.754.000 
643	Universidad Austral de Chile	6 años	Ingeniería Forestal	Agropecuaria	88,1%	28,6%	 17,8 	84,0%	 De $600 mil a $800 mil 	 $ 2.652.000 
644	Universidad Católica del Maule	5 años	Ingeniería Forestal	Agropecuaria	100,0%	45,0%	 21,5 	82,9%	 De $600 mil a $800 mil 	 $ 2.360.000 
645	Universidad de Chile	7 años	Ingeniería Forestal	Agropecuaria	89,4%	20,9%	 20,4 	85,9%	 De $800 mil a $1 millón 	 $ 3.236.100 
646	Universidad de Concepción	6 años	Ingeniería Forestal	Agropecuaria	93,1%	37,0%	 19,7 	82,3%	 De $600 mil a $800 mil 	 $ 2.696.000 
647	Universidad de Talca	5 años	Ingeniería Forestal	Agropecuaria	97,8%	36,8%	 s/i 	81,8%	 De $600 mil a $800 mil 	 $ 2.504.500 
721	Universidad Austral de Chile	6 años	Medicina Veterinaria	Agropecuaria	74,6%	9,5%	 17,2 	77,1%	 De $800 mil a $1 millón 	 $ 3.120.000 
722	Universidad Católica de Temuco	5 años	Medicina Veterinaria	Agropecuaria	95,7%	25,9%	 17,1 	81,5%	 De $600 mil a $800 mil 	 $ 3.119.000 
723	Universidad de Chile	7 años	Medicina Veterinaria	Agropecuaria	70,9%	11,7%	 18,5 	76,8%	 De $800 mil a $1 millón 	 $ 3.137.400 
724	Universidad de Concepción	6 años	Medicina Veterinaria	Agropecuaria	87,7%	15,8%	 16,1 	70,4%	 De $600 mil a $800 mil 	 $ 3.286.190 
725	Universidad de Las Américas	3 años	Medicina Veterinaria	Agropecuaria	85,8%	23,2%	 15,2 	46,0%	 De $600 mil a $800 mil 	 $ 2.758.156 
726	Universidad de Viña del Mar	4 años	Medicina Veterinaria	Agropecuaria	61,2%	27,3%	 16,8 	64,0%	s/i	 $ 2.948.000 
727	Universidad Iberoamericana de Ciencias y Tecnología UNICIT	3 años	Medicina Veterinaria	Agropecuaria	92,0%	s/i	 s/i 	62,3%	 De $600 mil a $800 mil 	 $ 2.784.150 
728	Universidad San Sebastián	4 años	Medicina Veterinaria	Agropecuaria	75,7%	27,0%	 15,6 	56,9%	s/i	 $ 3.374.740 
729	Universidad Santo Tomás	3 años	Medicina Veterinaria	Agropecuaria	91,6%	30,8%	 15,5 	57,0%	 De $600 mil a $800 mil 	 $ 2.755.232 
1156	IP Duoc UC	7 años	Técnico Agrícola	Agropecuaria	90,6%	15,2%	 9,2 	54,1%	 De $400 mil a $600 mil 	 $ 1.207.630 
1160	CFT Santo Tomás	4 años	Técnico Agrícola	Agropecuaria	97,8%	34,3%	 7,3 	50,4%	 De $400 mil a $600 mil 	 $ 1.028.389 
1157	CFT INACAP	6 años	Tecnología Agrícola	Agropecuaria	90,0%	24,9%	 6,4 	52,9%	 De $400 mil a $600 mil 	 $ 1.431.290 
1191	CFT Santo Tomás	4 años	Técnico en Producción Acuícola	Agropecuaria	98,8%	9,4%	 9,9 	60,0%	s/i	 $ 850.000 
1542	CFT INACAP	6 años	Tecnología en Vitivinicultura	Agropecuaria	100,0%	21,3%	 6,7 	54,1%	s/i	 $ 1.219.267 
1541	IP La Araucana	4 años	Vitivinicultura	Agropecuaria	100,0%	70,8%	 7,2 	48,9%	s/i	 $ 837.881 
1540	Universidad de Talca	5 años	Técnico Superior en Viticultura 	Agropecuaria	100,0%	42,6%	 s/i 	55,6%	s/i	 $ 1.030.000 
1580	IP del Valle Central	2 años	Técnico Veterinario	Agropecuaria	98,5%	38,4%	 7,4 	48,8%	s/i	 $ 866.969 
1581	IP Duoc UC	7 años	Técnico Veterinario	Agropecuaria	95,1%	16,0%	 7,4 	38,5%	s/i	 $ 1.242.061 
6	Universidad Finis Terrae	5 años	Actuación	Arte y Arquitectura	40,2%	39,4%	 s/i 	27,7%	s/i	 $ 3.420.000 
8	IP Duoc UC	7 años	Actuación	Arte y Arquitectura	80,7%	33,8%	 11,2 	33,3%	 De $400 mil a $600 mil 	 $ 2.251.990 
1	Pontificia Universidad Católica de Chile	7 años	Actuación Teatral	Arte y Arquitectura	37,1%	7,0%	 10,4 	36,0%	 De $400 mil a $600 mil 	 $ 3.200.000 
2	Universidad de Arte y Ciencias Sociales ARCIS	2 años	Teatro	Arte y Arquitectura	82,5%	27,9%	 8,2 	23,2%	s/i	 $ 3.341.000 
5	Universidad del Desarrollo	5 años	Teatro	Arte y Arquitectura	26,5%	45,5%	 10,1 	37,4%	 De $400 mil a $600 mil 	 s/i 
7	IP AIEP	4 años	Teatro	Arte y Arquitectura	95,1%	48,6%	 s/i 	33,3%	s/i	 $ 1.800.000 
3	Universidad de Artes, Ciencias y Comunicación UNIACC	No	Teatro y Comunicación Escénica	Arte y Arquitectura	70,6%	39,1%	 s/i 	35,4%	 De $400 mil a $600 mil 	 $ 2.800.000 
76	Pontificia Universidad Católica de Chile	7 años	Arquitectura	Arte y Arquitectura	14,1%	9,6%	 16,5 	91,7%	 De $1 millón a $1 millón 200 mil 	 $ 4.520.000 
77	Pontificia Universidad Católica de Valparaíso	6 años	Arquitectura	Arte y Arquitectura	50,6%	51,4%	 16,3 	75,3%	 De $600 mil a $800 mil 	 $ 3.272.000 
78	Universidad Arturo Prat	2 años	Arquitectura	Arte y Arquitectura	96,3%	40,6%	 s/i 	92,2%	s/i	 $ 2.033.000 
79	Universidad Austral de Chile	6 años	Arquitectura	Arte y Arquitectura	89,1%	36,4%	 16,5 	88,2%	s/i	 $ 3.058.000 
80	Universidad Autónoma de Chile	5 años	Arquitectura	Arte y Arquitectura	87,4%	22,6%	 16,9 	81,6%	s/i	 $ 2.436.000 
81	Universidad Católica del Norte	6 años	Arquitectura	Arte y Arquitectura	77,6%	35,7%	 18,3 	84,3%	 De $1 millón a $1 millón 200 mil 	 $ 2.754.000 
82	Universidad Central de Chile	4 años	Arquitectura	Arte y Arquitectura	69,1%	26,3%	 18,8 	85,6%	 De $800 mil a $1 millón 	 $ 3.587.000 
83	Universidad de Chile	7 años	Arquitectura	Arte y Arquitectura	54,0%	32,4%	 16,5 	91,6%	 De $800 mil a $1 millón 	 $ 2.946.300 
84	Universidad de Concepción	6 años	Arquitectura	Arte y Arquitectura	87,2%	22,8%	 19,3 	72,2%	 De $800 mil a $1 millón 	 $ 2.583.000 
85	Universidad de Las Américas	3 años	Arquitectura	Arte y Arquitectura	88,6%	27,8%	 15,6 	57,8%	 De $800 mil a $1 millón 	 $ 2.652.889 
86	Universidad de Santiago de Chile	6 años	Arquitectura	Arte y Arquitectura	88,4%	15,3%	 14,0 	76,0%	 De $800 mil a $1 millón 	 $ 2.875.410 
87	Universidad de Talca	5 años	Arquitectura	Arte y Arquitectura	90,0%	23,4%	 17,5 	90,2%	 De $800 mil a $1 millón 	 $ 3.101.400 
88	Universidad de Valparaíso	3 años	Arquitectura	Arte y Arquitectura	80,3%	30,7%	 18,7 	78,8%	 De $800 mil a $1 millón 	 $ 2.816.000 
89	Universidad de Viña del Mar	4 años	Arquitectura	Arte y Arquitectura	46,7%	44,2%	 16,2 	79,3%	 De $800 mil a $1 millón 	 $ 2.704.000 
90	Universidad del Bío-Bío	5 años	Arquitectura	Arte y Arquitectura	82,2%	17,4%	 16,4 	73,4%	 De $800 mil a $1 millón 	 $ 2.490.000 
91	Universidad del Desarrollo	5 años	Arquitectura	Arte y Arquitectura	12,3%	14,4%	 15,0 	76,1%	 De $800 mil a $1 millón 	 $ 4.267.000 
92	Universidad Diego Portales	5 años	Arquitectura	Arte y Arquitectura	31,6%	20,5%	 15,7 	72,7%	s/i	 $ 3.616.000 
93	Universidad Finis Terrae	5 años	Arquitectura	Arte y Arquitectura	23,3%	24,6%	 14,8 	81,8%	 De $1 millón a $1 millón 200 mil 	 $ 3.880.000 
94	Universidad Nacional Andrés Bello	5 años	Arquitectura	Arte y Arquitectura	67,4%	44,4%	 17,3 	70,4%	 De $800 mil a $1 millón 	 $ 3.469.953 
95	Universidad Técnica Federico Santa María	5 años	Arquitectura	Arte y Arquitectura	75,8%	22,8%	 s/i 	78,7%	 De $800 mil a $1 millón 	 $ 3.100.000 
96	Universidad Tecnológica Metropolitana	2 años	Arquitectura	Arte y Arquitectura	95,0%	31,8%	 17,7 	85,0%	 De $800 mil a $1 millón 	 $ 2.389.846 
98	Universidad de Artes, Ciencias y Comunicación UNIACC	No	Arquitectura	Arte y Arquitectura	71,7%	22,0%	 s/i 	76,7%	 De $800 mil a $1 millón 	 $ 2.849.595 
99	Universidad de La Serena	4 años	Arquitectura	Arte y Arquitectura	90,3%	10,3%	 19,5 	75,7%	s/i	 $ 2.367.000 
105	Universidad de Arte y Ciencias Sociales ARCIS	2 años	Arte y Cultura Visual	Arte y Arquitectura	85,0%	23,1%	 12,3 	54,5%	s/i	 $ 2.997.791 
102	Universidad de Concepción	6 años	Artes Visuales	Arte y Arquitectura	89,9%	28,2%	 13,4 	40,8%	s/i	 $ 2.107.145 
103	Universidad Finis Terrae	5 años	Artes Visuales	Arte y Arquitectura	19,3%	19,5%	 11,0 	47,8%	 De $400 mil a $600 mil 	 $ 3.210.000 
100	Pontificia Universidad Católica de Chile	7 años	Licenciatura en Arte	Arte y Arquitectura	23,3%	15,8%	 10,5 	50,9%	 De $400 mil a $600 mil 	 $ 3.486.737 
101	Universidad de Chile	7 años	Licenciatura en Artes con mención Artes Plásticas	Arte y Arquitectura	67,5%	42,7%	 14,8 	56,3%	 De $400 mil a $600 mil 	 $ 2.093.700 
104	Universidad Nacional Andrés Bello	5 años	Licenciatura en Artes Visuales	Arte y Arquitectura	74,0%	57,9%	 10,3 	36,0%	s/i	 $ 2.928.533 
134	IP de Arte y Comunicación ARCOS	2 años	Comunicación Audiovisual	Arte y Arquitectura	93,5%	36,4%	 8,4 	50,0%	s/i	 $ 2.680.000 
135	IP Duoc UC	7 años	Comunicación Audiovisual	Arte y Arquitectura	81,0%	22,3%	 11,0 	60,5%	 De $400 mil a $600 mil 	 $ 2.254.663 
136	IP Santo Tomás	4 años	Comunicación Audiovisual Digital	Arte y Arquitectura	96,6%	34,3%	 9,9 	62,9%	 De $400 mil a $600 mil 	 $ 1.522.297 
133	Universidad de Artes, Ciencias y Comunicación UNIACC	No	Comunicación Audiovisual 	Arte y Arquitectura	58,5%	25,9%	 13,7 	63,7%	 De $600 mil a $800 mil 	 $ 3.457.506 
132	Universidad del Pacífico	3 años	Comunicación Digital y Audiovisual	Arte y Arquitectura	57,8%	11,5%	 13,3 	72,7%	 De $600 mil a $800 mil 	 $ 2.953.651 
228	Pontificia Universidad Católica de Chile	7 años	Diseño	Arte y Arquitectura	15,2%	10,7%	 11,2 	83,1%	 De $600 mil a $800 mil 	 $ 4.020.000 
229	Universidad de Valparaíso	3 años	Diseño	Arte y Arquitectura	84,9%	30,9%	 16,8 	55,3%	 De $400 mil a $600 mil 	 $ 2.557.000 
230	Universidad del Desarrollo	5 años	Diseño	Arte y Arquitectura	9,3%	14,3%	 12,2 	71,4%	s/i	 $ 4.166.510 
232	Universidad Diego Portales	5 años	Diseño	Arte y Arquitectura	27,8%	14,0%	 12,7 	75,9%	 De $600 mil a $800 mil 	 $ 2.071.000 
233	Universidad Finis Terrae	5 años	Diseño	Arte y Arquitectura	18,2%	34,6%	 12,7 	75,0%	 De $600 mil a $800 mil 	 $ 3.660.000 
236	Universidad de La Serena	4 años	Diseño con Mencion	Arte y Arquitectura	97,8%	50,0%	 s/i 	57,9%	s/i	 $ 2.096.000 
241	IP Duoc UC	7 años	Diseño de Ambientes	Arte y Arquitectura	82,4%	43,4%	 11,7 	58,2%	 De $400 mil a $600 mil 	 $ 1.707.583 
240	Universidad del Pacífico	3 años	Diseño de Interiores	Arte y Arquitectura	23,4%	26,5%	 s/i 	51,5%	s/i	 $ 3.689.444 
244	IP Duoc UC	7 años	Diseño de Vestuario	Arte y Arquitectura	72,4%	20,6%	 11,1 	54,9%	 De $400 mil a $600 mil 	 $ 1.802.303 
245	IP INACAP	6 años	Diseño de Vestuario	Arte y Arquitectura	70,5%	29,6%	 11,0 	60,2%	 De $400 mil a $600 mil 	 $ 1.720.245 
243	IP AIEP	4 años	Diseño de Vestuario Profesional mención Alta Costura	Arte y Arquitectura	92,4%	28,3%	 9,6 	45,5%	s/i	 $ 1.370.000 
242	Universidad del Pacífico	3 años	Diseño de Vestuario y Textil	Arte y Arquitectura	20,1%	20,0%	 10,3 	58,6%	 De $600 mil a $800 mil 	 $ 3.685.000 
248	Universidad de Playa Ancha de Ciencias de la Educación	4 años	Diseñador Gráfico	Arte y Arquitectura	94,9%	30,3%	 s/i 	45,5%	s/i	 $ 2.032.800 
252	Universidad Tecnológica Metropolitana	2 años	Diseño en Comunicación Visual	Arte y Arquitectura	92,3%	29,1%	 17,7 	81,1%	s/i	 $ 2.327.204 
249	Universidad del Bío-Bío	5 años	Diseño Gráfico	Arte y Arquitectura	98,5%	22,9%	 12,7 	53,4%	 De $400 mil a $600 mil 	 $ 2.150.000 
250	Universidad del Pacífico	3 años	Diseño Gráfico	Arte y Arquitectura	22,7%	30,4%	 12,7 	73,7%	 De $600 mil a $800 mil 	 $ 3.543.000 
251	Universidad Santo Tomás	3 años	Diseño Gráfico	Arte y Arquitectura	93,8%	21,2%	 12,1 	42,9%	 De $400 mil a $600 mil 	 $ 2.032.073 
257	IP Duoc UC	7 años	Diseño Gráfico	Arte y Arquitectura	87,5%	24,6%	 11,5 	60,7%	 De $400 mil a $600 mil 	 $ 1.782.410 
256	IP AIEP	4 años	Diseño Gráfico Profesional	Arte y Arquitectura	98,3%	29,0%	 8,9 	54,4%	s/i	 $ 1.147.231 
258	IP INACAP	6 años	Diseño Gráfico Profesional	Arte y Arquitectura	93,2%	32,0%	 11,3 	57,0%	 De $400 mil a $600 mil 	 $ 1.495.386 
246	Universidad de Antofagasta	4 años	Diseño Gráfico Publicitario	Arte y Arquitectura	82,8%	31,8%	 14,0 	67,2%	s/i	 $ 2.538.000 
259	IP Los Leones	4 años	Diseño Gráfico Publicitario	Arte y Arquitectura	98,1%	59,1%	 11,5 	45,2%	 Menor a $400 mil 	 $ 1.018.732 
255	Universidad de Artes, Ciencias y Comunicación UNIACC	No	Diseño Gráfico y Multimedia	Arte y Arquitectura	73,5%	26,3%	 s/i 	38,5%	s/i	 $ 3.100.000 
247	Universidad de Chile	7 años	Diseño, Menciónes Diseño Gráfico y Diseño Industrial	Arte y Arquitectura	66,2%	25,6%	 14,5 	66,7%	 De $600 mil a $800 mil 	 $ 2.946.300 
261	Universidad Nacional Andrés Bello	5 años	Diseño mención en Gráfico, Industria de Interiores, de Iluminación Arquitectónica, de Envases y Embalajes	Arte y Arquitectura	47,9%	32,8%	 15,0 	69,2%	 De $600 mil a $800 mil 	 $ 3.410.213 
305	IP Los Leones	4 años	Fotografía Periodística y Publicitaria Profesional	Arte y Arquitectura	96,9%	61,2%	 11,1 	56,5%	 Menor a $400 mil 	 $ 1.000.393 
304	IP de Arte y Comunicación ARCOS	2 años	Fotografía Profesional	Arte y Arquitectura	80,7%	34,9%	 13,5 	32,4%	s/i	 $ 2.593.571 
677	IP Escuela Moderna de Música	3 años	Intérprete Instrumental y Especialista en Arreglos Instrumentales	Arte y Arquitectura	62,2%	62,5%	 12,3 	48,8%	s/i	 $ 2.731.228 
1118	Universidad de Arte y Ciencias Sociales ARCIS	2 años	Cine	Arte y Arquitectura	76,1%	42,9%	 s/i 	16,2%	s/i	 $ 3.445.000 
1119	Universidad de Valparaíso	3 años	Cine	Arte y Arquitectura	81,5%	19,6%	 12,3 	39,7%	s/i	 $ 2.863.000 
1258	IP ESUCOMEX	2 años	Decoración de Interiores	Arte y Arquitectura	96,2%	53,3%	 7,5 	49,1%	s/i	 $ 862.500 
1295	IP Duoc UC	7 años	Técnico Audiovisual	Arte y Arquitectura	87,8%	31,3%	 7,7 	51,1%	 De $400 mil a $600 mil 	 $ 1.626.810 
1296	IP Santo Tomás	4 años	Técnico en Comunicación Audiovisual Digital	Arte y Arquitectura	96,7%	41,2%	 7,3 	49,6%	 Menor a $400 mil 	 $ 1.267.886 
1341	Universidad Tecnológica Metropolitana	2 años	Dibujante Proyectista	Arte y Arquitectura	97,6%	21,4%	 s/i 	87,5%	 De $400 mil a $600 mil 	 $ 1.659.418 
1343	IP Duoc UC	7 años	Dibujo Arquitectónico y Estructural	Arte y Arquitectura	96,2%	38,4%	 7,8 	76,6%	 De $400 mil a $600 mil 	 $ 1.207.012 
1342	IP AIEP	4 años	Dibujo de Arquitectura y Obras Civiles	Arte y Arquitectura	98,4%	36,9%	 6,6 	66,9%	 De $400 mil a $600 mil 	 $ 1.031.510 
1345	CFT INACAP	6 años	Dibujo de Proyectos de Arquitectura e Ingeniería	Arte y Arquitectura	97,3%	39,7%	 7,0 	76,3%	 De $400 mil a $600 mil 	 $ 1.076.667 
1348	CFT INACAP	6 años	Paisajismo	Arte y Arquitectura	59,6%	46,2%	 6,1 	54,2%	s/i	 $ 1.988.000 
1350	CFT de Enseñanza de Alta Costura Paulina Diard	No	Diseño de Vestuario, Moldaje y Confección	Arte y Arquitectura	91,4%	31,0%	 6,7 	34,1%	s/i	 $ 798.000 
1349	IP AIEP	4 años	Técnico en Diseño de Vestuario	Arte y Arquitectura	92,6%	37,9%	 6,5 	53,8%	 Menor a $400 mil 	 $ 1.370.000 
1351	IP AIEP	4 años	Diseño Gráfico	Arte y Arquitectura	97,4%	32,7%	 6,7 	34,6%	 Menor a $400 mil 	 $ 1.118.568 
1354	IP Los Leones	4 años	Diseño Gráfico Publicitario	Arte y Arquitectura	99,6%	48,2%	 6,8 	32,7%	 Menor a $400 mil 	 $ 1.015.736 
1352	IP Dr. Virginio Gómez G.	4 años	Técnico en Diseño Gráfico	Arte y Arquitectura	95,8%	44,0%	 5,2 	24,1%	s/i	 $ 950.000 
1353	IP Duoc UC	7 años	Técnico en Diseño Gráfico	Arte y Arquitectura	88,7%	41,2%	 7,2 	59,4%	s/i	 $ 1.380.000 
1355	IP Santo Tomás	4 años	Técnico en Diseño Publicitario Multimedial	Arte y Arquitectura	96,6%	35,8%	 8,1 	36,1%	 Menor a $400 mil 	 $ 1.062.620 
1401	Universidad del Pacífico	3 años	Fotografía	Arte y Arquitectura	25,9%	12,5%	 5,9 	45,1%	s/i	 $ 2.488.000 
1403	IP Los Leones	4 años	Fotografía Periodística y Publicitaria	Arte y Arquitectura	99,3%	41,4%	 6,5 	36,5%	 Menor a $400 mil 	 $ 999.837 
1402	IP de Arte y Comunicación ARCOS	2 años	Técnico de Nivel Superior en Fotografía Periodística y Publicitaria	Arte y Arquitectura	84,1%	46,1%	 6,7 	48,3%	s/i	 $ 1.510.919 
1457	IP AIEP	4 años	Peluquería y Cosmetología	Arte y Arquitectura	94,9%	27,2%	 6,1 	38,4%	s/i	 $ 1.368.309 
1481	Universidad del Pacífico	3 años	Dirección y Producción de Eventos	Arte y Arquitectura	38,7%	24,1%	 6,2 	51,3%	 De $600 mil a $800 mil 	 $ 2.662.000 
1513	IP Los Leones	4 años	Teatro	Arte y Arquitectura	98,8%	61,5%	 6,4 	27,3%	s/i	 $ 1.172.727 
